,Differential 9 - 10 Last (V),Iluminação,Humidade,Anotacao
00:12:54,-0.016257,0,0,0
00:12:55,-0.016003,0,0,0
00:12:56,-0.015838,0,0,0
00:12:57,-0.015754,0,0,0
00:12:58,-0.015929,0,0,0
00:12:59,-0.016015,0,0,0
00:13:00,-0.015895,0,0,0
00:13:01,-0.015380,0,0,0
00:13:02,-0.015351,0,0,0
00:13:03,-0.015799,0,0,0
00:13:04,-0.015804,0,0,0
00:13:05,-0.015446,0,0,0
00:13:06,-0.015224,0,0,0
00:13:07,-0.015383,0,0,0
00:13:08,-0.015605,0,0,0
00:13:09,-0.015512,0,0,0
00:13:10,-0.015194,0,0,0
00:13:11,-0.015085,0,0,0
00:13:12,-0.015281,0,0,0
00:13:13,-0.015490,0,0,0
00:13:14,-0.015325,0,0,0
00:13:15,-0.015220,0,0,0
00:13:16,-0.015028,0,0,0
00:13:17,-0.014918,0,0,0
00:13:18,-0.015036,0,0,0
00:13:19,-0.014947,0,0,0
00:13:20,-0.014568,0,0,0
00:13:21,-0.014456,0,0,0
00:13:22,-0.014758,0,0,0
00:13:23,-0.014776,0,0,0
00:13:24,-0.014356,0,0,0
00:13:25,-0.014180,0,0,0
00:13:26,-0.014601,0,0,0
00:13:27,-0.014888,0,0,0
00:13:28,-0.014626,0,0,0
00:13:29,-0.014336,0,0,0
00:13:30,-0.014450,0,0,0
00:13:31,-0.014771,0,0,0
00:13:32,-0.014761,0,0,0
00:13:33,-0.014686,0,0,0
00:13:34,-0.014846,0,0,0
00:13:35,-0.014518,0,0,0
00:13:36,-0.014610,0,0,0
00:13:37,-0.014346,0,0,0
00:13:38,-0.014256,0,0,0
00:13:39,-0.014378,0,0,0
00:13:40,-0.014487,0,0,0
00:13:41,-0.014423,0,0,0
00:13:42,-0.014242,0,0,0
00:13:43,-0.014088,0,0,0
00:13:44,-0.014173,0,0,0
00:13:45,-0.014308,0,0,0
00:13:46,-0.014270,0,0,0
00:13:47,-0.014219,0,0,0
00:13:48,-0.014391,0,0,0
00:13:49,-0.014408,0,0,0
00:13:50,-0.014144,0,0,0
00:13:51,-0.014053,0,0,0
00:13:52,-0.014222,0,0,0
00:13:53,-0.014343,0,0,0
00:13:54,-0.014218,0,0,0
00:13:55,-0.013956,0,0,0
00:13:56,-0.013983,0,0,0
00:13:57,-0.014081,0,0,0
00:13:58,-0.014179,0,0,0
00:13:59,-0.013592,0,0,0
00:14:00,-0.013602,0,0,0
00:14:01,-0.013447,0,0,0
00:14:02,-0.013415,0,0,0
00:14:03,-0.013633,0,0,0
00:14:04,-0.013883,0,0,0
00:14:05,-0.013791,0,0,0
00:14:06,-0.013377,0,0,0
00:14:07,-0.013519,0,0,0
00:14:08,-0.013886,0,0,0
00:14:09,-0.013968,0,0,0
00:14:10,-0.013570,0,0,0
00:14:11,-0.013382,0,0,0
00:14:12,-0.013722,0,0,0
00:14:13,-0.013971,0,0,0
00:14:14,-0.014035,0,0,0
00:14:15,-0.013578,0,0,0
00:14:16,-0.013417,0,0,0
00:14:17,-0.013639,0,0,0
00:14:18,-0.013704,0,0,0
00:14:19,-0.013667,0,0,0
00:14:20,-0.013386,0,0,0
00:14:21,-0.013283,0,0,0
00:14:22,-0.013459,0,0,0
00:14:23,-0.013658,0,0,0
00:14:24,-0.013226,0,0,0
00:14:25,-0.013583,0,0,0
00:14:26,-0.013666,0,0,0
00:14:27,-0.013087,0,0,0
00:14:28,-0.013312,0,0,0
00:14:29,-0.013004,0,0,0
00:14:30,-0.012873,0,0,0
00:14:31,-0.013020,0,0,0
00:14:32,-0.013287,0,0,0
00:14:33,-0.013310,0,0,0
00:14:34,-0.012906,0,0,0
00:14:35,-0.012769,0,0,0
00:14:36,-0.013104,0,0,0
00:14:37,-0.013433,0,0,0
00:14:38,-0.013146,0,0,0
00:14:39,-0.012732,0,0,0
00:14:40,-0.012760,0,0,0
00:14:41,-0.013197,0,0,0
00:14:42,-0.013125,0,0,0
00:14:43,-0.012895,0,0,0
00:14:44,-0.012672,0,0,0
00:14:45,-0.012933,0,0,0
00:14:46,-0.013083,0,0,0
00:14:47,-0.012811,0,0,0
00:14:48,-0.012476,0,0,0
00:14:49,-0.012642,0,0,0
00:14:50,-0.012739,0,0,0
00:14:51,-0.012487,0,0,0
00:14:52,-0.012275,0,0,0
00:14:53,-0.012402,0,0,0
00:14:54,-0.012531,0,0,0
00:14:55,-0.012587,0,0,0
00:14:56,-0.012373,0,0,0
00:14:57,-0.012549,0,0,0
00:14:58,-0.012849,0,0,0
00:14:59,-0.012437,0,0,0
00:15:00,-0.012434,0,0,0
00:15:01,-0.012742,0,0,0
00:15:02,-0.012714,0,0,0
00:15:03,-0.012362,0,0,0
00:15:04,-0.012315,0,0,0
00:15:05,-0.012552,0,0,0
00:15:06,-0.012633,0,0,0
00:15:07,-0.012286,0,0,0
00:15:08,-0.012027,0,0,0
00:15:09,-0.012322,0,0,0
00:15:10,-0.012421,0,0,0
00:15:11,-0.012368,0,0,0
00:15:12,-0.012015,0,0,0
00:15:13,-0.012136,0,0,0
00:15:14,-0.012440,0,0,0
00:15:15,-0.012241,0,0,0
00:15:16,-0.011966,0,0,0
00:15:17,-0.012009,0,0,0
00:15:18,-0.012304,0,0,0
00:15:19,-0.012254,0,0,0
00:15:20,-0.011911,0,0,0
00:15:21,-0.011978,0,0,0
00:15:22,-0.012280,0,0,0
00:15:23,-0.012187,0,0,0
00:15:24,-0.011446,0,0,0
00:15:25,-0.011299,0,0,0
00:15:26,-0.011100,0,0,0
00:15:27,-0.011535,0,0,0
00:15:28,-0.012015,0,0,0
00:15:29,-0.011831,0,0,0
00:15:30,-0.011525,0,0,0
00:15:31,-0.011650,0,0,0
00:15:32,-0.011985,0,0,0
00:15:33,-0.012013,0,0,0
00:15:34,-0.011684,0,0,0
00:15:35,-0.011528,0,0,0
00:15:36,-0.011894,0,0,0
00:15:37,-0.012049,0,0,0
00:15:38,-0.011631,0,0,0
00:15:39,-0.011346,0,0,0
00:15:40,-0.011691,0,0,0
00:15:41,-0.012000,0,0,0
00:15:42,-0.011715,0,0,0
00:15:43,-0.011306,0,0,0
00:15:44,-0.011568,0,0,0
00:15:45,-0.011911,0,0,0
00:15:46,-0.011652,0,0,0
00:15:47,-0.011143,0,0,0
00:15:48,-0.011431,0,0,0
00:15:49,-0.011899,0,0,0
00:15:50,-0.011580,0,0,0
00:15:51,-0.011139,0,0,0
00:15:52,-0.011120,0,0,0
00:15:53,-0.011536,0,0,0
00:15:54,-0.011320,0,0,0
00:15:55,-0.011389,0,0,0
00:15:56,-0.011279,0,0,0
00:15:57,-0.011191,0,0,0
00:15:58,-0.010765,0,0,0
00:15:59,-0.010836,0,0,0
00:16:00,-0.011121,0,0,0
00:16:01,-0.010981,0,0,0
00:16:02,-0.010498,0,0,0
00:16:03,-0.010774,0,0,0
00:16:04,-0.011062,0,0,0
00:16:05,-0.010937,0,0,0
00:16:06,-0.010470,0,0,0
00:16:07,-0.010525,0,0,0
00:16:08,-0.011007,0,0,0
00:16:09,-0.011051,0,0,0
00:16:10,-0.010528,0,0,0
00:16:11,-0.010415,0,0,0
00:16:12,-0.010588,0,0,0
00:16:13,-0.010934,0,0,0
00:16:14,-0.010584,0,0,0
00:16:15,-0.010116,0,0,0
00:16:16,-0.010349,0,0,0
00:16:17,-0.010533,0,0,0
00:16:18,-0.010391,0,0,0
00:16:19,-0.010004,0,0,0
00:16:20,-0.010287,0,0,0
00:16:21,-0.010461,0,0,0
00:16:22,-0.010125,0,0,0
00:16:23,-0.009980,0,0,0
00:16:24,-0.010305,0,0,0
00:16:25,-0.010203,0,0,0
00:16:26,-0.009800,0,0,0
00:16:27,-0.010030,0,0,0
00:16:28,-0.010299,0,0,0
00:16:29,-0.010032,0,0,0
00:16:30,-0.009730,0,0,0
00:16:31,-0.009751,0,0,0
00:16:32,-0.010328,0,0,0
00:16:33,-0.010227,0,0,0
00:16:34,-0.009737,0,0,0
00:16:35,-0.009925,0,0,0
00:16:36,-0.010383,0,0,0
00:16:37,-0.010294,0,0,0
00:16:38,-0.009771,0,0,0
00:16:39,-0.010011,0,0,0
00:16:40,-0.010500,0,0,0
00:16:41,-0.010325,0,0,0
00:16:42,-0.009874,0,0,0
00:16:43,-0.010067,0,0,0
00:16:44,-0.010515,0,0,0
00:16:45,-0.010105,0,0,0
00:16:46,-0.009732,0,0,0
00:16:47,-0.009999,0,0,0
00:16:48,-0.010371,0,0,0
00:16:49,-0.009972,0,0,0
00:16:50,-0.009723,0,0,0
00:16:51,-0.010264,0,0,0
00:16:52,-0.010467,0,0,0
00:16:53,-0.009922,0,0,0
00:16:54,-0.009816,0,0,0
00:16:55,-0.010500,0,0,0
00:16:56,-0.010369,0,0,0
00:16:57,-0.009819,0,0,0
00:16:58,-0.010028,0,0,0
00:16:59,-0.010438,0,0,0
00:17:00,-0.010165,0,0,0
00:17:01,-0.009792,0,0,0
00:17:02,-0.010019,0,0,0
00:17:03,-0.010289,0,0,0
00:17:04,-0.010070,0,0,0
00:17:05,-0.009719,0,0,0
00:17:06,-0.010030,0,0,0
00:17:07,-0.010246,0,0,0
00:17:08,-0.009855,0,0,0
00:17:09,-0.009745,0,0,0
00:17:10,-0.010074,0,0,0
00:17:11,-0.010287,0,0,0
00:17:12,-0.009600,0,0,0
00:17:13,-0.009462,0,0,0
00:17:14,-0.009686,0,0,0
00:17:15,-0.009832,0,0,0
00:17:16,-0.009404,0,0,0
00:17:17,-0.009084,0,0,0
00:17:18,-0.009348,0,0,0
00:17:19,-0.009748,0,0,0
00:17:20,-0.009151,0,0,0
00:17:21,-0.009647,0,0,0
00:17:22,-0.009118,0,0,0
00:17:23,-0.009190,0,0,0
00:17:24,-0.009175,0,0,0
00:17:25,-0.009379,0,0,0
00:17:26,-0.009435,0,0,0
00:17:27,-0.009296,0,0,0
00:17:28,-0.009364,0,0,0
00:17:29,-0.009442,0,0,0
00:17:30,-0.009489,0,0,0
00:17:31,-0.009381,0,0,0
00:17:32,-0.009384,0,0,0
00:17:33,-0.009573,0,0,0
00:17:34,-0.009611,0,0,0
00:17:35,-0.009498,0,0,0
00:17:36,-0.009484,0,0,0
00:17:37,-0.009655,0,0,0
00:17:38,-0.009536,0,0,0
00:17:39,-0.009457,0,0,0
00:17:40,-0.009284,0,0,0
00:17:41,-0.009321,0,0,0
00:17:42,-0.009331,0,0,0
00:17:43,-0.009271,0,0,0
00:17:44,-0.009346,0,0,0
00:17:45,-0.009886,0,0,0
00:17:46,-0.009772,0,0,0
00:17:47,-0.009255,0,0,0
00:17:48,-0.009312,0,0,0
00:17:49,-0.009596,0,0,0
00:17:50,-0.009651,0,0,0
00:17:51,-0.009400,0,0,0
00:17:52,-0.008948,0,0,0
00:17:53,-0.009095,0,0,0
00:17:54,-0.009611,0,0,0
00:17:55,-0.009394,0,0,0
00:17:56,-0.008982,0,0,0
00:17:57,-0.008879,0,0,0
00:17:58,-0.009332,0,0,0
00:17:59,-0.009478,0,0,0
00:18:00,-0.009202,0,0,0
00:18:01,-0.008972,0,0,0
00:18:02,-0.008959,0,0,0
00:18:03,-0.009219,0,0,0
00:18:04,-0.009373,0,0,0
00:18:05,-0.009100,0,0,0
00:18:06,-0.008683,0,0,0
00:18:07,-0.008804,0,0,0
00:18:08,-0.009134,0,0,0
00:18:09,-0.009183,0,0,0
00:18:10,-0.008829,0,0,0
00:18:11,-0.008677,0,0,0
00:18:12,-0.008945,0,0,0
00:18:13,-0.009258,0,0,0
00:18:14,-0.008937,0,0,0
00:18:15,-0.008474,0,0,0
00:18:16,-0.008665,0,0,0
00:18:17,-0.009239,0,0,0
00:18:18,-0.008946,0,0,0
00:18:19,-0.008380,0,0,0
00:18:20,-0.008736,0,0,0
00:18:21,-0.009085,0,0,0
00:18:22,-0.008870,0,0,0
00:18:23,-0.008321,0,0,0
00:18:24,-0.008543,0,0,0
00:18:25,-0.009028,0,0,0
00:18:26,-0.008996,0,0,0
00:18:27,-0.008324,0,0,0
00:18:28,-0.008485,0,0,0
00:18:29,-0.008665,0,0,0
00:18:30,-0.008967,0,0,0
00:18:31,-0.008742,0,0,0
00:18:32,-0.008294,0,0,0
00:18:33,-0.008385,0,0,0
00:18:34,-0.008893,0,0,0
00:18:35,-0.008652,0,0,0
00:18:36,-0.008080,0,0,0
00:18:37,-0.008103,0,0,0
00:18:38,-0.008620,0,0,0
00:18:39,-0.008712,0,0,0
00:18:40,-0.008021,0,0,0
00:18:41,-0.007547,0,0,0
00:18:42,-0.006976,0,0,0
00:18:43,-0.006873,0,0,0
00:18:44,-0.006138,0,0,0
00:18:45,-0.005756,0,0,0
00:18:46,-0.006353,0,0,0
00:18:47,-0.006467,0,0,0
00:18:48,-0.005972,0,0,0
00:18:49,-0.005324,0,0,0
00:18:50,-0.004384,0,0,0
00:18:51,-0.004817,0,0,0
00:18:52,-0.005658,0,0,0
00:18:53,-0.005119,0,0,0
00:18:54,-0.004878,0,0,0
00:18:55,-0.004890,0,0,0
00:18:56,-0.005094,0,0,0
00:18:57,-0.005293,0,0,0
00:18:58,-0.005180,0,0,0
00:18:59,-0.004885,0,0,0
00:19:00,-0.005231,0,0,0
00:19:01,-0.005437,0,0,0
00:19:02,-0.005348,0,0,0
00:19:03,-0.004909,0,0,0
00:19:04,-0.005513,0,0,0
00:19:05,-0.006485,0,0,0
00:19:06,-0.006238,0,0,0
00:19:07,-0.005793,0,0,0
00:19:08,-0.005776,0,0,0
00:19:09,-0.005993,0,0,0
00:19:10,-0.006053,0,0,0
00:19:11,-0.006005,0,0,0
00:19:12,-0.006272,0,0,0
00:19:13,-0.006418,0,0,0
00:19:14,-0.006621,0,0,0
00:19:15,-0.006259,0,0,0
00:19:16,-0.005878,0,0,0
00:19:17,-0.006115,0,0,0
00:19:18,-0.006546,0,0,0
00:19:19,-0.006240,0,0,0
00:19:20,-0.005516,0,0,0
00:19:21,-0.005693,0,0,0
00:19:22,-0.006251,0,0,0
00:19:23,-0.005996,0,0,0
00:19:24,-0.005165,0,0,0
00:19:25,-0.005229,0,0,0
00:19:26,-0.005722,0,0,0
00:19:27,-0.005654,0,0,0
00:19:28,-0.005644,0,0,0
00:19:29,-0.006118,0,0,0
00:19:30,-0.006148,0,0,0
00:19:31,-0.005538,0,0,0
00:19:32,-0.004657,0,0,0
00:19:33,-0.004735,0,0,0
00:19:34,-0.005302,0,0,0
00:19:35,-0.005172,0,0,0
00:19:36,-0.005526,0,0,0
00:19:37,-0.006073,0,0,0
00:19:38,-0.005995,0,0,0
00:19:39,-0.005344,0,0,0
00:19:40,-0.005856,0,0,0
00:19:41,-0.006248,0,0,0
00:19:42,-0.005988,0,0,0
00:19:43,-0.005338,0,0,0
00:19:44,-0.005548,0,0,0
00:19:45,-0.005946,0,0,0
00:19:46,-0.005659,0,0,0
00:19:47,-0.005303,0,0,0
00:19:48,-0.005445,0,0,0
00:19:49,-0.005768,0,0,0
00:19:50,-0.005544,0,0,0
00:19:51,-0.005144,0,0,0
00:19:52,-0.005277,0,0,0
00:19:53,-0.005823,0,0,0
00:19:54,-0.005674,0,0,0
00:19:55,-0.004983,0,0,0
00:19:56,-0.005350,0,0,0
00:19:57,-0.005625,0,0,0
00:19:58,-0.005271,0,0,0
00:19:59,-0.004674,0,0,0
00:20:00,-0.004801,1,0,1
00:20:01,-0.005204,1,0,1
00:20:02,-0.005298,1,0,1
00:20:03,-0.005114,1,0,1
00:20:04,-0.004558,1,0,1
00:20:05,-0.005000,1,0,1
00:20:06,-0.005512,1,0,1
00:20:07,-0.005334,1,0,1
00:20:08,-0.004972,1,0,1
00:20:09,-0.004976,1,0,1
00:20:10,-0.005493,1,0,1
00:20:11,-0.005465,1,0,1
00:20:12,-0.005134,1,0,1
00:20:13,-0.005117,1,0,1
00:20:14,-0.005422,1,0,1
00:20:15,-0.005473,1,0,1
00:20:16,-0.002537,1,0,1
00:20:17,-0.004344,1,0,1
00:20:18,-0.004701,1,0,1
00:20:19,-0.004496,1,0,1
00:20:20,-0.004638,1,0,1
00:20:21,-0.004835,1,0,1
00:20:22,-0.005345,1,0,1
00:20:23,-0.006076,1,0,1
00:20:24,-0.005985,1,0,1
00:20:25,-0.005405,1,0,1
00:20:26,-0.005407,1,0,1
00:20:27,-0.005583,1,0,1
00:20:28,-0.006229,1,0,1
00:20:29,-0.005974,1,0,1
00:20:30,-0.005286,1,0,1
00:20:31,-0.005320,1,0,1
00:20:32,-0.004919,1,0,1
00:20:33,-0.004604,1,0,1
00:20:34,-0.004873,1,0,1
00:20:35,-0.005170,1,0,1
00:20:36,-0.004843,1,0,1
00:20:37,-0.005050,1,0,1
00:20:38,-0.005307,1,0,1
00:20:39,-0.005128,1,0,1
00:20:40,-0.005283,1,0,1
00:20:41,-0.005166,1,0,1
00:20:42,-0.005331,1,0,1
00:20:43,-0.005387,1,0,1
00:20:44,-0.005272,1,0,1
00:20:45,-0.004987,1,0,1
00:20:46,-0.004992,1,0,1
00:20:47,-0.005303,1,0,1
00:20:48,-0.005226,1,0,1
00:20:49,-0.005078,1,0,1
00:20:50,-0.005175,1,0,1
00:20:51,-0.005490,1,0,1
00:20:52,-0.005397,1,0,1
00:20:53,-0.005074,1,0,1
00:20:54,-0.004938,1,0,1
00:20:55,-0.005750,1,0,1
00:20:56,-0.005689,1,0,1
00:20:57,-0.005179,1,0,1
00:20:58,-0.005142,1,0,1
00:20:59,-0.005404,1,0,1
00:21:00,-0.005362,1,0,1
00:21:01,-0.004953,1,0,1
00:21:02,-0.004911,1,0,1
00:21:03,-0.005099,1,0,1
00:21:04,-0.005213,1,0,1
00:21:05,-0.005490,1,0,1
00:21:06,-0.005472,1,0,1
00:21:07,-0.005282,1,0,1
00:21:08,-0.005537,1,0,1
00:21:09,-0.005675,1,0,1
00:21:10,-0.005448,1,0,1
00:21:11,-0.005434,1,0,1
00:21:12,-0.005201,1,0,1
00:21:13,-0.005301,1,0,1
00:21:14,-0.005606,1,0,1
00:21:15,-0.005670,1,0,1
00:21:16,-0.005040,1,0,1
00:21:17,-0.005028,1,0,1
00:21:18,-0.005278,1,0,1
00:21:19,-0.005621,1,0,1
00:21:20,-0.005320,1,0,1
00:21:21,-0.005209,1,0,1
00:21:22,-0.005629,1,0,1
00:21:23,-0.005674,1,0,1
00:21:24,-0.005482,1,0,1
00:21:25,-0.005001,1,0,1
00:21:26,-0.004927,1,0,1
00:21:27,-0.005347,1,0,1
00:21:28,-0.005560,1,0,1
00:21:29,-0.005193,1,0,1
00:21:30,-0.005050,1,0,1
00:21:31,-0.005307,1,0,1
00:21:32,-0.005487,1,0,1
00:21:33,-0.005271,1,0,1
00:21:34,-0.004412,1,0,1
00:21:35,-0.004326,1,0,1
00:21:36,-0.004018,1,0,1
00:21:37,-0.004204,1,0,1
00:21:38,-0.004071,1,0,1
00:21:39,-0.003916,1,0,1
00:21:40,-0.004206,1,0,1
00:21:41,-0.004626,1,0,1
00:21:42,-0.004528,1,0,1
00:21:43,-0.003890,1,0,1
00:21:44,-0.003925,1,0,1
00:21:45,-0.004136,1,0,1
00:21:46,-0.004599,1,0,1
00:21:47,-0.004165,1,0,1
00:21:48,-0.003843,1,0,1
00:21:49,-0.004074,1,0,1
00:21:50,-0.004504,1,0,1
00:21:51,-0.004373,1,0,1
00:21:52,-0.003967,1,0,1
00:21:53,-0.004039,1,0,1
00:21:54,-0.004651,1,0,1
00:21:55,-0.004836,1,0,1
00:21:56,-0.004295,1,0,1
00:21:57,-0.004179,1,0,1
00:21:58,-0.004579,1,0,1
00:21:59,-0.004763,1,0,1
00:22:00,-0.004568,1,0,1
00:22:01,-0.004310,1,0,1
00:22:02,-0.004551,1,0,1
00:22:03,-0.004876,1,0,1
00:22:04,-0.004853,1,0,1
00:22:05,-0.004204,1,0,1
00:22:06,-0.003888,1,0,1
00:22:07,-0.004344,1,0,1
00:22:08,-0.004694,1,0,1
00:22:09,-0.004374,1,0,1
00:22:10,-0.004090,1,0,1
00:22:11,-0.004478,1,0,1
00:22:12,-0.004742,1,0,1
00:22:13,-0.004731,1,0,1
00:22:14,-0.004473,1,0,1
00:22:15,-0.004572,1,0,1
00:22:16,-0.004999,1,0,1
00:22:17,-0.005073,1,0,1
00:22:18,-0.004875,1,0,1
00:22:19,-0.004800,1,0,1
00:22:20,-0.005241,1,0,1
00:22:21,-0.005254,1,0,1
00:22:22,-0.004815,1,0,1
00:22:23,-0.004758,1,0,1
00:22:24,-0.005050,1,0,1
00:22:25,-0.005203,1,0,1
00:22:26,-0.004482,1,0,1
00:22:27,-0.004505,1,0,1
00:22:28,-0.005103,1,0,1
00:22:29,-0.005152,1,0,1
00:22:30,-0.004662,1,0,1
00:22:31,-0.004758,1,0,1
00:22:32,-0.005374,1,0,1
00:22:33,-0.005366,1,0,1
00:22:34,-0.004754,1,0,1
00:22:35,-0.004707,1,0,1
00:22:36,-0.005295,1,0,1
00:22:37,-0.005002,1,0,1
00:22:38,-0.004331,1,0,1
00:22:39,-0.004338,1,0,1
00:22:40,-0.004880,1,0,1
00:22:41,-0.004727,1,0,1
00:22:42,-0.004038,1,0,1
00:22:43,-0.004046,1,0,1
00:22:44,-0.004377,1,0,1
00:22:45,-0.004381,1,0,1
00:22:46,-0.003922,1,0,1
00:22:47,-0.003541,1,0,1
00:22:48,-0.003779,1,0,1
00:22:49,-0.003938,1,0,1
00:22:50,-0.003624,1,0,1
00:22:51,-0.003414,1,0,1
00:22:52,-0.003757,1,0,1
00:22:53,-0.004137,1,0,1
00:22:54,-0.003872,1,0,1
00:22:55,-0.003346,1,0,1
00:22:56,-0.003609,1,0,1
00:22:57,-0.004364,1,0,1
00:22:58,-0.004156,1,0,1
00:22:59,-0.003602,1,0,1
00:23:00,-0.003977,1,0,1
00:23:01,-0.004340,1,0,1
00:23:02,-0.004040,1,0,1
00:23:03,-0.003641,1,0,1
00:23:04,-0.004157,1,0,1
00:23:05,-0.004242,1,0,1
00:23:06,-0.003500,1,0,1
00:23:07,-0.003538,1,0,1
00:23:08,-0.004201,1,0,1
00:23:09,-0.003950,1,0,1
00:23:10,-0.003375,1,0,1
00:23:11,-0.003176,1,0,1
00:23:12,-0.004111,1,0,1
00:23:13,-0.003395,1,0,1
00:23:14,-0.003071,1,0,1
00:23:15,-0.003383,1,0,1
00:23:16,-0.003840,1,0,1
00:23:17,-0.003396,1,0,1
00:23:18,-0.003389,1,0,1
00:23:19,-0.003832,1,0,1
00:23:20,-0.003807,1,0,1
00:23:21,-0.003577,1,0,1
00:23:22,-0.003251,1,0,1
00:23:23,-0.003353,1,0,1
00:23:24,-0.003402,1,0,1
00:23:25,-0.004121,1,0,1
00:23:26,-0.004002,1,0,1
00:23:27,-0.003662,1,0,1
00:23:28,-0.003680,1,0,1
00:23:29,-0.004175,1,0,1
00:23:30,-0.004330,1,0,1
00:23:31,-0.004272,1,0,1
00:23:32,-0.004128,1,0,1
00:23:33,-0.003865,1,0,1
00:23:34,-0.003994,1,0,1
00:23:35,-0.004408,1,0,1
00:23:36,-0.004387,1,0,1
00:23:37,-0.004110,1,0,1
00:23:38,-0.003865,1,0,1
00:23:39,-0.003489,1,0,1
00:23:40,-0.003679,1,0,1
00:23:41,-0.004066,1,0,1
00:23:42,-0.004216,1,0,1
00:23:43,-0.004194,1,0,1
00:23:44,-0.004016,1,0,1
00:23:45,-0.003853,1,0,1
00:23:46,-0.003579,1,0,1
00:23:47,-0.003678,1,0,1
00:23:48,-0.004187,1,0,1
00:23:49,-0.004250,1,0,1
00:23:50,-0.003854,1,0,1
00:23:51,-0.003681,1,0,1
00:23:52,-0.003541,1,0,1
00:23:53,-0.003861,1,0,1
00:23:54,-0.004077,1,0,1
00:23:55,-0.003761,1,0,1
00:23:56,-0.003337,1,0,1
00:23:57,-0.003397,1,0,1
00:23:58,-0.003960,1,0,1
00:23:59,-0.003990,1,0,1
00:24:00,-0.003607,1,0,1
00:24:01,-0.003235,1,0,1
00:24:02,-0.002951,1,0,1
00:24:03,-0.002694,1,0,1
00:24:04,-0.003317,1,0,1
00:24:05,-0.003465,1,0,1
00:24:06,-0.003512,1,0,1
00:24:07,-0.003685,1,0,1
00:24:08,-0.003875,1,0,1
00:24:09,-0.003882,1,0,1
00:24:10,-0.003916,1,0,1
00:24:11,-0.003819,1,0,1
00:24:12,-0.003768,1,0,1
00:24:13,-0.004020,1,0,1
00:24:14,-0.003839,1,0,1
00:24:15,-0.003668,1,0,1
00:24:16,-0.003823,1,0,1
00:24:17,-0.004053,1,0,1
00:24:18,-0.003949,1,0,1
00:24:19,-0.003712,1,0,1
00:24:20,-0.003763,1,0,1
00:24:21,-0.003903,1,0,1
00:24:22,-0.003806,1,0,1
00:24:23,-0.003527,1,0,1
00:24:24,-0.003659,1,0,1
00:24:25,-0.003905,1,0,1
00:24:26,-0.003609,1,0,1
00:24:27,-0.003230,1,0,1
00:24:28,-0.003638,1,0,1
00:24:29,-0.003779,1,0,1
00:24:30,-0.003428,1,0,1
00:24:31,-0.003403,1,0,1
00:24:32,-0.003734,1,0,1
00:24:33,-0.003912,1,0,1
00:24:34,-0.003532,1,0,1
00:24:35,-0.003655,1,0,1
00:24:36,-0.003990,1,0,1
00:24:37,-0.003838,1,0,1
00:24:38,-0.003422,1,0,1
00:24:39,-0.003367,1,0,1
00:24:40,-0.003772,1,0,1
00:24:41,-0.003648,1,0,1
00:24:42,-0.003273,1,0,1
00:24:43,-0.003252,1,0,1
00:24:44,-0.003243,1,0,1
00:24:45,-0.003060,1,0,1
00:24:46,-0.002912,1,0,1
00:24:47,-0.003235,1,0,1
00:24:48,-0.003692,1,0,1
00:24:49,-0.003257,1,0,1
00:24:50,-0.002947,1,0,1
00:24:51,-0.003574,1,0,1
00:24:52,-0.003954,1,0,1
00:24:53,-0.003296,1,0,1
00:24:54,-0.002980,1,0,1
00:24:55,-0.003650,1,0,1
00:24:56,-0.004010,1,0,1
00:24:57,-0.003455,1,0,1
00:24:58,-0.003082,1,0,1
00:24:59,-0.003564,1,0,1
00:25:00,-0.003941,1,0,1
00:25:01,-0.003850,1,0,1
00:25:02,-0.003163,1,0,1
00:25:03,-0.002987,1,0,1
00:25:04,-0.003793,1,0,1
00:25:05,-0.003798,1,0,1
00:25:06,-0.003007,1,0,1
00:25:07,-0.002928,1,0,1
00:25:08,-0.003583,1,0,1
00:25:09,-0.003013,1,0,1
00:25:10,-0.003608,1,0,1
00:25:11,-0.003868,1,0,1
00:25:12,-0.003160,1,0,1
00:25:13,-0.003415,1,0,1
00:25:14,-0.003417,1,0,1
00:25:15,-0.003870,1,0,1
00:25:16,-0.003370,1,0,1
00:25:17,-0.003011,1,0,1
00:25:18,-0.003035,1,0,1
00:25:19,-0.003205,1,0,1
00:25:20,-0.003563,1,0,1
00:25:21,-0.003073,1,0,1
00:25:22,-0.003106,1,0,1
00:25:23,-0.003470,1,0,1
00:25:24,-0.003561,1,0,1
00:25:25,-0.003367,1,0,1
00:25:26,-0.003045,1,0,1
00:25:27,-0.003231,1,0,1
00:25:28,-0.003453,1,0,1
00:25:29,-0.003276,1,0,1
00:25:30,-0.002946,1,0,1
00:25:31,-0.003203,1,0,1
00:25:32,-0.003570,1,0,1
00:25:33,-0.003141,1,0,1
00:25:34,-0.002706,1,0,1
00:25:35,-0.003038,1,0,1
00:25:36,-0.003437,1,0,1
00:25:37,-0.003145,1,0,1
00:25:38,-0.002825,1,0,1
00:25:39,-0.002962,1,0,1
00:25:40,-0.003540,1,0,1
00:25:41,-0.003289,1,0,1
00:25:42,-0.002696,1,0,1
00:25:43,-0.002734,1,0,1
00:25:44,-0.003380,1,0,1
00:25:45,-0.003036,1,0,1
00:25:46,-0.002569,1,0,1
00:25:47,-0.002877,1,0,1
00:25:48,-0.003445,1,0,1
